cycle,range_bin,doppler_bin,output_hex
1166955000,28,4,fea30210
1166965000,28,5,01dcfc10
1166975000,28,6,00030337
1166985000,28,7,fe3b0091
1166995000,28,8,0021fea4
1167005000,28,9,01410049
1167015000,28,10,fc04fd02
1167025000,28,11,07ea080f
1167035000,28,12,fa2ff873
1167045000,28,13,02b500d8
1167055000,28,14,fe4b012e
1167065000,28,15,0031ffd0
1167075000,28,16,0091011a
1167085000,28,17,0137fee3
1167095000,28,18,fc12ff28
1167105000,28,19,029f01b1
1167115000,28,20,ff13fd50
1167125000,28,21,ff6e038c
1167135000,28,22,004fffad
1167145000,28,23,00effd0b
1167155000,28,24,0111046c
1167165000,28,25,fe0dfc9f
1167175000,28,26,01300108
1167185000,28,27,ff4cffb7
1167195000,28,28,00ff0071
1167205000,28,29,fea9ff78
1167215000,28,30,00830096
1167225000,28,31,0025ff84
1171505000,29,0,ffca000a
1171515000,29,1,0044fffe
1171525000,29,2,ff3c0022
1171535000,29,3,00f5ffcb
1171545000,29,4,001e017a
1171555000,29,5,ffb8fd15
1171565000,29,6,00990122
1171575000,29,7,fe3e0150
1171585000,29,8,026dfe9b
1171595000,29,9,fca50059
1171605000,29,10,0218fed2
1171615000,29,11,ff840493
1171625000,29,12,ffbefafb
1171635000,29,13,011c004b
1171645000,29,14,ffb002fd
1171655000,29,15,0146fbff
1171665000,29,16,fdf204ca
1171675000,29,17,0268fd98
1171685000,29,18,fa10ffa6
1171695000,29,19,05f1005f
1171705000,29,20,fcf8fdf0
1171715000,29,21,011001c3
1171725000,29,22,ff25012e
1171735000,29,23,0028feca
1171745000,29,24,026701f9
1171755000,29,25,fe43fe71
1171765000,29,26,ff38ffba
1171775000,29,27,00860073
1171785000,29,28,014c0013
1171795000,29,29,fe78ff95
1171805000,29,30,00b6006f
1171815000,29,31,0004ffaf
1176095000,30,0,000fffe5
1176105000,30,1,ffc9002c
1176115000,30,2,0048ffee
1176125000,30,3,fff7ffe4
1176135000,30,4,00a100dd
1176145000,30,5,0002fe7d
1176155000,30,6,0014ffe7
1176165000,30,7,fe2c01af
1176175000,30,8,01e6fe63
1176185000,30,9,010000c9
1176195000,30,10,fc56fdac
1176205000,30,11,034d046f
1176215000,30,12,fbe3fd25
1176225000,30,13,05b5ffc5
1176235000,30,14,faa500c1
1176245000,30,15,03f5fe58
1176255000,30,16,00df0209
1176265000,30,17,fddfff34
1176275000,30,18,fef8ffa6
1176285000,30,19,ff850130
1176295000,30,20,ffcffe6b
1176305000,30,21,fe7efe5f
1176315000,30,22,055c053b
1176325000,30,23,fd80fc2b
1176335000,30,24,fe7c01e3
1176345000,30,25,0204fe6b
1176355000,30,26,fefe01c8
1176365000,30,27,ffd70009
1176375000,30,28,ffadff57
1176385000,30,29,0117004b
1176395000,30,30,ffe7ffad
1176405000,30,31,ffe70032
1180685000,31,0,00270081
1180695000,31,1,ffc6ff02
1180705000,31,2,000401dc
1180715000,31,3,fffffe2a
1180725000,31,4,0075002a
1180735000,31,5,ff9d0070
1180745000,31,6,0188005e
1180755000,31,7,fec8ff8f
1180765000,31,8,fed900b9
1180775000,31,9,020ffd6d
1180785000,31,10,fd7f0406
1180795000,31,11,00bfff29
1180805000,31,12,0228fc72
1180815000,31,13,fef1024c
1180825000,31,14,0063feff
1180835000,31,15,fe0400bb
1180845000,31,16,03f9ffa5
1180855000,31,17,fb56005c
1180865000,31,18,00f8029e
1180875000,31,19,0119fc8a
1180885000,31,20,ff73ff80
1180895000,31,21,ffb3013a
1180905000,31,22,027a0128
1180915000,31,23,fd7afe89
1180925000,31,24,ffcbff91
1180935000,31,25,ffbd0145
1180945000,31,26,01a5009c
1180955000,31,27,fed5ff73
1180965000,31,28,015c001c
1180975000,31,29,ff0fff7a
1180985000,31,30,005b0087
1180995000,31,31,ffc6ff8d
1185275000,32,0,ffe60028
1185285000,32,1,ffb6fff1
1185295000,32,2,ffe0ff60
1185305000,32,3,007500c8
1185315000,32,4,fee5ffad
1185325000,32,5,02b1ffca
1185335000,32,6,fd430074
1185345000,32,7,01b50021
1185355000,32,8,fd7b0055
1185365000,32,9,0285feba
1185375000,32,10,fd2dfdd7
1185385000,32,11,02d70657
1185395000,32,12,fea1fc5d
1185405000,32,13,ff93fd8b
1185415000,32,14,028a05a9
1185425000,32,15,fe2cfa84
1185435000,32,16,004e032a
1185445000,32,17,fbc80095
1185455000,32,18,067cfe6a
1185465000,32,19,fe850158
1185475000,32,20,fe05fe2b
1185485000,32,21,ffd10024
1185495000,32,22,028300ac
1185505000,32,23,fd41fe7b
1185515000,32,24,013d05fd
1185525000,32,25,ffa9fa78
1185535000,32,26,016f0213
1185545000,32,27,ff43fef1
1185555000,32,28,0049007f
1185565000,32,29,006fffbf
1185575000,32,30,ff18000b
1185585000,32,31,007affa8
1189865000,33,0,ffb80041
1189875000,33,1,005bffc8
1189885000,33,2,ff71ffc6
1189895000,33,3,009e001d
1189905000,33,4,ffb3014f
1189915000,33,5,011bfd91
1189925000,33,6,fd7600ff
1189935000,33,7,0248006b
1189945000,33,8,fd8afffb
1189955000,33,9,0221ffd0
1189965000,33,10,fe74fcb4
1189975000,33,11,02ee0548
1189985000,33,12,fdacfe9a
1189995000,33,13,fd5bfd4b
1190005000,33,14,03a20316
1190015000,33,15,0087fee8
1190025000,33,16,fd94ffcb
1190035000,33,17,0177000a
1190045000,33,18,ff290050
1190055000,33,19,ffaa00ed
1190065000,33,20,febffe23
1190075000,33,21,040d006d
1190085000,33,22,fce60155
1190095000,33,23,01dcfd2d
1190105000,33,24,ff060551
1190115000,33,25,ff59fb8e
1190125000,33,26,00e201ce
1190135000,33,27,feeeffb2
1190145000,33,28,01b60004
1190155000,33,29,ff81ffdf
1190165000,33,30,00220046
1190175000,33,31,0021ff74
1194455000,34,0,ffa80038
1194465000,34,1,005cfffe
1194475000,34,2,ff44ffa0
1194485000,34,3,012f009e
1194495000,34,4,fdff0017
1194505000,34,5,030eff14
1194515000,34,6,fe7700a1
1194525000,34,7,ffd4ffcd
1194535000,34,8,011e005c
1194545000,34,9,fe3fff0f
1194555000,34,10,00d1fed1
1194565000,34,11,fe9b0298
1194575000,34,12,00c8ffb0
1194585000,34,13,00b7fb16
1194595000,34,14,fe1c0649
1194605000,34,15,02f4fdd6
1194615000,34,16,fcac0136
1194625000,34,17,03f6ff18
1194635000,34,18,fbd20012
1194645000,34,19,017300a0
1194655000,34,20,00bbfd5d
1194665000,34,21,ffa60218
1194675000,34,22,ff35005b
1194685000,34,23,01a6fd15
1194695000,34,24,fe4205e2
1194705000,34,25,013ffd2f
1194715000,34,26,ffa9fea1
1194725000,34,27,00c300fa
1194735000,34,28,ff6a0000
1194745000,34,29,ffd5ffca
1194755000,34,30,003800c7
1194765000,34,31,0052ff18
1199045000,35,0,ffa00002
1199055000,35,1,00020038
1199065000,35,2,ffe1ff9f
1199075000,35,3,00f60014
1199085000,35,4,fe15000d
1199095000,35,5,0286ffe2
1199105000,35,6,fe4cffaa
1199115000,35,7,00f5fffc
1199125000,35,8,fe7b018f
1199135000,35,9,0265fe64
1199145000,35,10,fb48006a
1199155000,35,11,06920099
1199165000,35,12,fb27fe48
1199175000,35,13,01a1fe4b
1199185000,35,14,ff7b02c4
1199195000,35,15,00450014
1199205000,35,16,017800b4
1199215000,35,17,fbd2ff9a
1199225000,35,18,00dd0099
1199235000,35,19,02eafeb6
1199245000,35,20,fe6dfec5
1199255000,35,21,01320256
1199265000,35,22,fe8afff6
1199275000,35,23,00b3fd5c
1199285000,35,24,00c503e7
1199295000,35,25,fce7fe72
1199305000,35,26,037efef2
1199315000,35,27,feba0109
1199325000,35,28,000f006a
1199335000,35,29,fff7ff1d
1199345000,35,30,fffb00a8
1199355000,35,31,0097ff90
1203635000,36,0,ffac004d
1203645000,36,1,0031ff9e
1203655000,36,2,ff75001f
1203665000,36,3,0186004a
1203675000,36,4,fe6000cf
1203685000,36,5,01effcf2
1203695000,36,6,fe210248
1203705000,36,7,0086ffb5
1203715000,36,8,ffa6ff5b
1203725000,36,9,ff950040
1203735000,36,10,0115ffbb
1203745000,36,11,ffb2029b
1203755000,36,12,ff68fce2
1203765000,36,13,ffe3002e
1203775000,36,14,00f5001c
1203785000,36,15,ff180083
1203795000,36,16,002200f7
1203805000,36,17,02f7ffde
1203815000,36,18,fb2fff51
1203825000,36,19,017c00ca
1203835000,36,20,00f0fed7
1203845000,36,21,ffd1ff0c
1203855000,36,22,fec7024a
1203865000,36,23,0084fb41
1203875000,36,24,01a408cd
1203885000,36,25,fdc3fa20
1203895000,36,26,00ff01a1
1203905000,36,27,00700011
1203915000,36,28,ffc0ff1c
1203925000,36,29,ffed00f0
1203935000,36,30,004bffa6
1203945000,36,31,003aff9f
1208225000,37,0,ffba0009
1208235000,37,1,0016fffd
1208245000,37,2,fff2ff6e
1208255000,37,3,ffae004e
1208265000,37,4,010901e4
1208275000,37,5,ffcffd29
1208285000,37,6,fe6e00d2
1208295000,37,7,0194006b
1208305000,37,8,ff29fffe
1208315000,37,9,ff6b009d
1208325000,37,10,00a7fcfb
1208335000,37,11,01d2060d
1208345000,37,12,fe73fa6b
1208355000,37,13,fee00109
1208365000,37,14,03290015
1208375000,37,15,fe8e005b
1208385000,37,16,fe24fe83
1208395000,37,17,01a40293
1208405000,37,18,fc14fe4c
1208415000,37,19,04b402be
1208425000,37,20,fcc3fd08
1208435000,37,21,033700cd
1208445000,37,22,fe120084
1208455000,37,23,ffcafe2d
1208465000,37,24,008d044a
1208475000,37,25,0063fd13
1208485000,37,26,fffb012b
1208495000,37,27,ff94ffd3
1208505000,37,28,009dff15
1208515000,37,29,ffe200c1
1208525000,37,30,ffafff85
1208535000,37,31,008c0011
1212815000,38,0,ffd30026
1212825000,38,1,ff84ffa6
1212835000,38,2,0079009d
1212845000,38,3,00ebffaa
1212855000,38,4,fe1a002b
1212865000,38,5,0153ff40
1212875000,38,6,000701ca
1212885000,38,7,fee6fdb7
1212895000,38,8,01560192
1212905000,38,9,01eafe86
1212915000,38,10,fb760066
1212925000,38,11,019b01c6
1212935000,38,12,ffc4fe00
1212945000,38,13,00110005
1212955000,38,14,ff24ff0b
1212965000,38,15,017c0281
1212975000,38,16,034b0192
1212985000,38,17,fb42fd1c
1212995000,38,18,015b014d
1213005000,38,19,ff39fd88
1213015000,38,20,01f801d5
1213025000,38,21,fc79fea4
1213035000,38,22,01bf01f0
1213045000,38,23,00ecfe71
1213055000,38,24,00f401ba
1213065000,38,25,fc68ffd8
1213075000,38,26,042efea0
1213085000,38,27,fcd50164
1213095000,38,28,018aff6c
1213105000,38,29,ffd30007
1213115000,38,30,ffb6fffb
1213125000,38,31,0076ffcb
1217405000,39,0,ff9fff82
1217415000,39,1,000000bd
1217425000,39,2,000dff32
1217435000,39,3,00090091
1217445000,39,4,ffc900d8
1217455000,39,5,0165fdbe
1217465000,39,6,fdee01fc
1217475000,39,7,02d8ff7e
1217485000,39,8,fdbffecf
1217495000,39,9,002f01e4
1217505000,39,10,ff8efb11
1217515000,39,11,02b40715
1217525000,39,12,fe2bfbbf
1217535000,39,13,fe23fea2
1217545000,39,14,02200294
1217555000,39,15,ff0d007d
1217565000,39,16,0161feb2
1217575000,39,17,fe480183
1217585000,39,18,0063fe5a
1217595000,39,19,00310091
1217605000,39,20,ff6ffe96
1217615000,39,21,01170054
1217625000,39,22,fee20242
1217635000,39,23,01a2ff8a
1217645000,39,24,fe61fff9
1217655000,39,25,0009ff74
1217665000,39,26,0036ffe3
1217675000,39,27,00860071
1217685000,39,28,ffedfec7
1217695000,39,29,00610194
1217705000,39,30,feecff5e
1217715000,39,31,01050053
1221995000,40,0,ffd6002b
1222005000,40,1,ffde0010
1222015000,40,2,0047ffa6
1222025000,40,3,ffd4ffb8
1222035000,40,4,005a02d6
1222045000,40,5,000afaf4
1222055000,40,6,005303a2
1222065000,40,7,fe94fecd
1222075000,40,8,00e10023
1222085000,40,9,ff29022b
1222095000,40,10,0157fa11
1222105000,40,11,00f80960
1222115000,40,12,ff49f8d6
1222125000,40,13,fd35ffdb
1222135000,40,14,0335015a
1222145000,40,15,ff5afff0
1222155000,40,16,ff64001f
1222165000,40,17,0190ffb2
1222175000,40,18,fe4d01d4
1222185000,40,19,fe86fef0
1222195000,40,20,0296fefa
1222205000,40,21,fd0e0022
1222215000,40,22,032dff56
1222225000,40,23,fe48ff75
1222235000,40,24,ffe104a7
1222245000,40,25,ffb1fdf7
1222255000,40,26,01edfe79
1222265000,40,27,fe7e01d4
1222275000,40,28,0073fe3e
1222285000,40,29,fffb015b
1222295000,40,30,ffebffa2
1222305000,40,31,004affd2
1226585000,41,0,ffe30044
1226595000,41,1,ffe2fff8
1226605000,41,2,fff90009
1226615000,41,3,ff68ff77
1226625000,41,4,00bf0150
1226635000,41,5,01e4fe4d
1226645000,41,6,fee802b1
1226655000,41,7,fe52fd4f
1226665000,41,8,0113ff4c
1226675000,41,9,00bb042b
1226685000,41,10,fe06f9a5
1226695000,41,11,ffe106ae
1226705000,41,12,026efb0b
1226715000,41,13,ff2a0223
1226725000,41,14,fdaaffcc
1226735000,41,15,03180000
1226745000,41,16,fe850078
1226755000,41,17,02da0072
1226765000,41,18,fbe9fd29
1226775000,41,19,01780375
1226785000,41,20,0035fd16
1226795000,41,21,ff6c007b
1226805000,41,22,ffde01c3
1226815000,41,23,ffc4fdfd
1226825000,41,24,006101ec
1226835000,41,25,ffe1ffb3
1226845000,41,26,01d0ffd5
1226855000,41,27,ff1bffa2
1226865000,41,28,fec2009b
1226875000,41,29,0106ff75
1226885000,41,30,ffb80084
1226895000,41,31,003eff60
1231175000,42,0,ffc9002c
1231185000,42,1,004b0004
1231195000,42,2,ffe70011
1231205000,42,3,fff6ff97
1231215000,42,4,ff7100c7
1231225000,42,5,01edfee3
1231235000,42,6,fdcf010e
1231245000,42,7,017efd79
1231255000,42,8,fdae0385
1231265000,42,9,0354ff8c
1231275000,42,10,fd41feae
1231285000,42,11,015601b7
1231295000,42,12,004bfc68
1231305000,42,13,fefaffd9
1231315000,42,14,02e103bd
1231325000,42,15,fcfdff5b
1231335000,42,16,fffffca2
1231345000,42,17,030902fa
1231355000,42,18,f91dff8f
1231365000,42,19,04a0fecf
1231375000,42,20,fff500d7
1231385000,42,21,fe49ff0f
1231395000,42,22,020d03aa
1231405000,42,23,ff1cfc97
1231415000,42,24,ffa20179
1231425000,42,25,00acffda
1231435000,42,26,002f0066
1231445000,42,27,0038fef7
1231455000,42,28,fe970106
1231465000,42,29,0114ff09
1231475000,42,30,001f00df
1231485000,42,31,fffdff69
1235765000,43,0,ff980040
1235775000,43,1,0085ffe8
1235785000,43,2,ff8b0066
1235795000,43,3,ffd1ff3a
1235805000,43,4,000f0172
1235815000,43,5,01a3fdb4
1235825000,43,6,fed20048
1235835000,43,7,fd8d0229
1235845000,43,8,0449fe5c
1235855000,43,9,fd1c01d7
1235865000,43,10,0127fdcf
1235875000,43,11,fece0297
1235885000,43,12,ff35fad1
1235895000,43,13,0544031d
1235905000,43,14,faab0167
1235915000,43,15,03fcfee0
1235925000,43,16,fcb6ffa0
1235935000,43,17,017301f0
1235945000,43,18,fdd5fbe4
1235955000,43,19,031b03c2
1235965000,43,20,fc5dfc8c
1235975000,43,21,027f027e
1235985000,43,22,00a20050
1235995000,43,23,fe93ff91
1236005000,43,24,004dffec
1236015000,43,25,00ecff79
1236025000,43,26,fee50153
1236035000,43,27,ff66fe89
1236045000,43,28,01230159
1236055000,43,29,ffeaff09
1236065000,43,30,000d00b5
1236075000,43,31,0034ff5a
1240355000,44,0,00150056
1240365000,44,1,ffe9001a
1240375000,44,2,0011ffc6
1240385000,44,3,ffb40012
1240395000,44,4,ffe50129
1240405000,44,5,0178fc9e
1240415000,44,6,00620307
1240425000,44,7,fc80fed6
1240435000,44,8,025b01c4
1240445000,44,9,ffd9ff9c
1240455000,44,10,0005fcd3
1240465000,44,11,0343058e
1240475000,44,12,faaffb53
1240485000,44,13,051dffba
1240495000,44,14,fa350203
1240505000,44,15,0387fd53
1240515000,44,16,ffc90214
1240525000,44,17,00770046
1240535000,44,18,fcb7feda
1240545000,44,19,02900116
1240555000,44,20,006dff21
1240565000,44,21,fe9e0008
1240575000,44,22,febe033d
1240585000,44,23,02f0fadc
1240595000,44,24,fdf7042e
1240605000,44,25,fffbfda8
1240615000,44,26,02770099
1240625000,44,27,fd9dffde
1240635000,44,28,013f0097
1240645000,44,29,ff91ffdc
1240655000,44,30,fff7004d
1240665000,44,31,ffedff57
1244945000,45,0,ffbf004f
1244955000,45,1,0046ff78
1244965000,45,2,ff7e00b8
1244975000,45,3,00ddff29
1244985000,45,4,fed201ff
1244995000,45,5,00edfc60
1245005000,45,6,02190410
1245015000,45,7,fca2fca4
1245025000,45,8,019e01dc
1245035000,45,9,0013feb6
1245045000,45,10,fdb0ff8b
1245055000,45,11,02ef0324
1245065000,45,12,fd21fcff
1245075000,45,13,018d0127
1245085000,45,14,001bfe80
1245095000,45,15,000b02d9
1245105000,45,16,0461fd43
1245115000,45,17,fa22010c
1245125000,45,18,ffae00b2
1245135000,45,19,ffcbff55
1245145000,45,20,0386ffb5
1245155000,45,21,fd6dff24
1245165000,45,22,ffd10212
1245175000,45,23,0222fdd0
1245185000,45,24,ff9a02ba
1245195000,45,25,fd99ff3a
1245205000,45,26,0290ff0f
1245215000,45,27,fded0096
1245225000,45,28,018f0085
1245235000,45,29,002dff71
1245245000,45,30,ff4f002a
1245255000,45,31,0065ffbb
1249535000,46,0,00270035
1249545000,46,1,ffe7ffce
1249555000,46,2,0017fff2
1249565000,46,3,ffeaffd2
1249575000,46,4,0016010c
1249585000,46,5,012dfef3
1249595000,46,6,ffa50139
1249605000,46,7,fdd7fea3
1249615000,46,8,01ab0018
1249625000,46,9,0161ff62
1249635000,46,10,fdd7fff8
1249645000,46,11,ffad01e3
1249655000,46,12,0077ff0b
1249665000,46,13,0055feb2
1249675000,46,14,006702c3
1249685000,46,15,fed4fcee
1249695000,46,16,027d0295
1249705000,46,17,0245fd82
1249715000,46,18,f6f7012c
1249725000,46,19,06c200fc
1249735000,46,20,fc3efd3e
1249745000,46,21,024700ef
1249755000,46,22,fef301cb
1249765000,46,23,0039fe99
1249775000,46,24,001101de
1249785000,46,25,ffbbfdc2
1249795000,46,26,01ef0316
1249805000,46,27,fd6ffdfb
1249815000,46,28,0195001b
1249825000,46,29,ff970070
1249835000,46,30,007dffad
1249845000,46,31,ff9cffe2
1254125000,47,0,ffde005b
1254135000,47,1,0019ff2d
1254145000,47,2,fffe00a1
1254155000,47,3,ffe3ff6f
1254165000,47,4,ffd000b6
1254175000,47,5,ff8bff5d
1254185000,47,6,00e7015e
1254195000,47,7,005eff15
1254205000,47,8,ff22fee6
1254215000,47,9,ffbe01c8
1254225000,47,10,0224fd98
1254235000,47,11,fca1038d
1254245000,47,12,029cfd35
1254255000,47,13,fcb4ff8e
1254265000,47,14,04360082
1254275000,47,15,feac0218
1254285000,47,16,ffeafce3
1254295000,47,17,005f010f
1254305000,47,18,fc1a000b
1254315000,47,19,010b0305
1254325000,47,20,032afd36
1254335000,47,21,fba5ff83
1254345000,47,22,0411ff4a
1254355000,47,23,fff2048b
1254365000,47,24,fe26fd74
1254375000,47,25,016a0058
1254385000,47,26,feb0fff8
1254395000,47,27,0229ffef
1254405000,47,28,fe42ff77
1254415000,47,29,00c4ffd6
1254425000,47,30,ffde009a
1254435000,47,31,0024ff88
1258715000,48,0,fffa0024
1258725000,48,1,0019ffc0
1258735000,48,2,ff9c0029
1258745000,48,3,005eff8b
1258755000,48,4,fe6b0233
1258765000,48,5,03c5fbb6
1258775000,48,6,fdab0344
1258785000,48,7,ff4aff65
1258795000,48,8,0181010a
1258805000,48,9,fc7bfeb5
1258815000,48,10,02d6fe71
1258825000,48,11,024705a3
1258835000,48,12,fe08fa76
1258845000,48,13,fe59fff1
1258855000,48,14,036401fa
1258865000,48,15,febdfe78
1258875000,48,16,fde20142
1258885000,48,17,00b10052
1258895000,48,18,009efe31
1258905000,48,19,fe0a02ad
1258915000,48,20,0219ff47
1258925000,48,21,ffcbfdea
1258935000,48,22,007d0264
1258945000,48,23,fddefd01
1258955000,48,24,03d705cc
1258965000,48,25,fc83fb21
1258975000,48,26,013801a9
1258985000,48,27,0001ffe5
1258995000,48,28,0058ff84
1259005000,48,29,ffcf004f
1259015000,48,30,0024ffea
1259025000,48,31,ffdbffea
1263305000,49,0,ff9e0067
1263315000,49,1,008eff53
1263325000,49,2,ff18011e
1263335000,49,3,013bfe83
1263345000,49,4,ff09028c
1263355000,49,5,00e2fba1
1263365000,49,6,ffbd0461
1263375000,49,7,ffc4fc69
1263385000,49,8,febf01a8
1263395000,49,9,fffb017a
1263405000,49,10,0322fbee
1263415000,49,11,fdab04ce
1263425000,49,12,ffe2fc07
1263435000,49,13,ffe000e7
1263445000,49,14,01300248
1263455000,49,15,ff40fcef
1263465000,49,16,ff6a01f7
1263475000,49,17,01b2ff3d
1263485000,49,18,fca00160
1263495000,49,19,00ffff01
1263505000,49,20,0337fee8
1263515000,49,21,fc700079
1263525000,49,22,01830149
1263535000,49,23,00d8fdcf
1263545000,49,24,feb5040e
1263555000,49,25,feb1fdfe
1263565000,49,26,0226fff8
1263575000,49,27,ff73ff1e
1263585000,49,28,006200d1
1263595000,49,29,ffe20057
1263605000,49,30,0010ffda
1263615000,49,31,004cff79
1267895000,50,0,ff760033
1267905000,50,1,008d0000
1267915000,50,2,ffa9ff8a
1267925000,50,3,ffbe0082
1267935000,50,4,fff6ffb1
1267945000,50,5,010fff1f
1267955000,50,6,fd6901b1
1267965000,50,7,03e9fed8
1267975000,50,8,fcceffdf
1267985000,50,9,024602a3
1267995000,50,10,fc71fd64
1268005000,50,11,031601d3
1268015000,50,12,ff84fce2
1268025000,50,13,fef8ffdd
1268035000,50,14,03730404
1268045000,50,15,fd85fc83
1268055000,50,16,fe36fedd
1268065000,50,17,026d03f6
1268075000,50,18,fdabfda0
1268085000,50,19,ffb602a4
1268095000,50,20,ffcafbfb
1268105000,50,21,0363040d
1268115000,50,22,fd93ff6f
1268125000,50,23,00e7fbd6
1268135000,50,24,ffda0541
1268145000,50,25,0034fd8b
1268155000,50,26,ff3f01ce
1268165000,50,27,019afe4f
1268175000,50,28,fe7800b2
1268185000,50,29,013aff33
1268195000,50,30,ff3d00d0
1268205000,50,31,00afff67
1272485000,51,0,ffdb0044
1272495000,51,1,ffdaff9c
1272505000,51,2,ffef00b9
1272515000,51,3,0157fed3
1272525000,51,4,fe0001e5
1272535000,51,5,0281fd08
1272545000,51,6,ff120180
1272555000,51,7,fece0023
1272565000,51,8,00f00113
1272575000,51,9,fe52fdce
1272585000,51,10,010c01be
1272595000,51,11,0126fdd0
1272605000,51,12,fed90341
1272615000,51,13,ff8efcf7
1272625000,51,14,0257fe29
1272635000,51,15,fd590490
1272645000,51,16,0191fce8
1272655000,51,17,fde605a2
1272665000,51,18,0277faf3
1272675000,51,19,fd8f006b
1272685000,51,20,001600a3
1272695000,51,21,0175fe9e
1272705000,51,22,01320222
1272715000,51,23,ff08fc3f
1272725000,51,24,fe2c067d
1272735000,51,25,00b6fc18
1272745000,51,26,0116008a
1272755000,51,27,feb00062
1272765000,51,28,00f1ffc3
1272775000,51,29,0094001f
1272785000,51,30,ff550029
1272795000,51,31,0055ff8e
1277075000,52,0,ff95003a
1277085000,52,1,008bffec
1277095000,52,2,ff17fffb
1277105000,52,3,00efffd4
1277115000,52,4,ff5d01a4
1277125000,52,5,0226fc4c
1277135000,52,6,fddd020f
1277145000,52,7,008101af
1277155000,52,8,fe7bfcd3
1277165000,52,9,0214028b
1277175000,52,10,fe67fece
1277185000,52,11,02020120
1277195000,52,12,0008fd51
1277205000,52,13,fcd901e8
1277215000,52,14,0255fe91
1277225000,52,15,0004fff0
1277235000,52,16,ff3d026e
1277245000,52,17,02f301bc
1277255000,52,18,f9e3fadb
1277265000,52,19,05210186
1277275000,52,20,fcef0192
1277285000,52,21,0110fc7e
1277295000,52,22,016103b3
1277305000,52,23,fd73fce3
1277315000,52,24,01eb04f9
1277325000,52,25,feb2fcf1
1277335000,52,26,fffb004c
1277345000,52,27,01eaffca
1277355000,52,28,fe7c0055
1277365000,52,29,005d0042
1277375000,52,30,0019ffed
1277385000,52,31,004cffa2
1281665000,53,0,ffbeffbe
1281675000,53,1,ffdb0062
1281685000,53,2,ffb6ff89
1281695000,53,3,00e1fff2
1281705000,53,4,00890151
1281715000,53,5,ff16fe27
1281725000,53,6,ffa30056
1281735000,53,7,00c80080
1281745000,53,8,fdd5ff6a
1281755000,53,9,029000cb
1281765000,53,10,fd72ff38
1281775000,53,11,03ed04c0
1281785000,53,12,fcf7f839
1281795000,53,13,00c703dc
1281805000,53,14,00f2ffa7
1281815000,53,15,ffedfef4
1281825000,53,16,ff84ffda
1281835000,53,17,fe7101ee
1281845000,53,18,019a022b
1281855000,53,19,ff95fb6e
1281865000,53,20,ff470029
1281875000,53,21,00e2ffcb
1281885000,53,22,ff250232
1281895000,53,23,0034ffd4
1281905000,53,24,00e9ff86
1281915000,53,25,fea80011
1281925000,53,26,01560108
1281935000,53,27,ff2dffa0
1281945000,53,28,ffc9ff95
1281955000,53,29,017dffbe
1281965000,53,30,feaefffd
1281975000,53,31,00b70050
1286255000,54,0,00410077
1286265000,54,1,ffccff9a
1286275000,54,2,fffaffc1
1286285000,54,3,ffbe0091
1286295000,54,4,00d60006
1286305000,54,5,ffb7ff78
1286315000,54,6,ff6affe7
1286325000,54,7,00330060
1286335000,54,8,0121000e
1286345000,54,9,feb7fefc
1286355000,54,10,0018020b
1286365000,54,11,fe1cffb1
1286375000,54,12,01fefdc7
1286385000,54,13,005701b3
1286395000,54,14,ffc8ffc4
1286405000,54,15,033ffea0
1286415000,54,16,f9170255
1286425000,54,17,056efd6a
1286435000,54,18,fb1c048d
1286445000,54,19,035efc37
1286455000,54,20,ff3800a4
1286465000,54,21,002100dc
1286475000,54,22,029efe4d
1286485000,54,23,fb850144
1286495000,54,24,023f012e
1286505000,54,25,ff7ffd50
1286515000,54,26,00aa02c7
1286525000,54,27,ffc0feab
1286535000,54,28,ffdc008f
1286545000,54,29,0061ff31
1286555000,54,30,007800c0
1286565000,54,31,ff51ff30
1290845000,55,0,ff60ffd2
1290855000,55,1,00a40026
1290865000,55,2,ff07ffed
1290875000,55,3,01a70043
1290885000,55,4,fe8bffcc
1290895000,55,5,01c2feb5
1290905000,55,6,fec300e6
1290915000,55,7,00b5015f
1290925000,55,8,fe83fe2b
1290935000,55,9,fffb00bf
1290945000,55,10,ff97fea3
1290955000,55,11,0511022b
1290965000,55,12,f861fe1f
1290975000,55,13,07c50026
1290985000,55,14,f9dcfe9a
1290995000,55,15,02e6039e
1291005000,55,16,fe5eff34
1291015000,55,17,00cafcc6
1291025000,55,18,ff5f04fb
1291035000,55,19,ff53fc75
1291045000,55,20,0247ffea
1291055000,55,21,ff74ff27
1291065000,55,22,fd770366
1291075000,55,23,0255fd3f
1291085000,55,24,004f02e3
1291095000,55,25,fcc3fe0d
1291105000,55,26,01cf0145
1291115000,55,27,01f9ffa9
1291125000,55,28,fe7dffa7
1291135000,55,29,00990056
1291145000,55,30,ff2effaa
1291155000,55,31,00fc0038
1295435000,56,0,ffd5007c
1295445000,56,1,0030ff5a
1295455000,56,2,ff9b0092
1295465000,56,3,0013ff42
1295475000,56,4,ff2d027a
1295485000,56,5,036dfb56
1295495000,56,6,fcc303da
1295505000,56,7,0110ff93
1295515000,56,8,fed9fe91
1295525000,56,9,0011021c
1295535000,56,10,ffe1fd16
1295545000,56,11,0354073a
1295555000,56,12,fd15f76b
1295565000,56,13,00a6025c
1295575000,56,14,0196ffd2
1295585000,56,15,ff50feb0
